0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,36,37,38,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,42,43,44,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,48,49,50,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,36,37,38,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,42,43,44,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,48,49,50,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14
